Bedrooms,Building_exp,Comment,Cook_Replaced,Cooling,Cooling_Rooms,Cost_Cooling,Cost_DP,Cost_Door,Cost_Emitters,Cost_HP,Cost_Install,Cost_LI,Cost_TS,Cost_WI,Cost_Window,Date_Contact,Date_Installation,Date_Survey,Delivery_Contractor,Elec_currentuse,EmployStatus,EmployType,EstCost_Ancillary,EstCost_Etariff,EstCost_Gtariff,EstCost_Running,EstCost_System,Existing_Cooking,Existing_Fires,Financial_exp,Fires_replaced,Floor_Height,Floor_Type,Future_exp,GSHP_Space,Gas_currentuse,Gas_disconnect,Glazed_Type,HP_Aesthetic,HP_Awareness,HP_Brand,HP_Control_Zones,HP_Installed,HP_Installed_Detail,HP_Model,HP_NoRec_R1,HP_NoRec_R2,HP_Noise,HP_Recommend,HP_Refrigerant,HP_Size_kW,Habitable_Rooms,Heat_Primary_Source,Heat_Secondary_Source,Heated_rooms,HouseIncome,House_Age,House_Env,House_Form,House_SAP,House_Type,Install_time_HP,Install_time_measures,MCS_DHWAnnual,MCS_Flow_Temp,MCS_Hloss,MCS_Immersion,MCS_SCOP,MCS_SHAnnual,MCS_SHLoad,Main_Fuel,Mains_Gas_Flag,Measures_DP,Measures_Doors,Measures_Fanassist,Measures_Loft,Measures_Recommend,Measures_WI,Measures_Windows,Measures_emitters_LT,Measures_emitters_Std,Name_Install,Name_Survey,No_Adults,No_Child,No_Storeys,No_Underfloor,Other_exp,Outside_Access,Outside_Space,Part_Install_Decision,Part_No_Reason1,Part_No_Reason2,Participant_Age,Planned_exp,Postcode_1,Property_ID,Reason_Building,Reason_Financial,Reason_Future,Reason_Other,Reason_Planned,Reason_Replacement,Reason_Research,Reason_Sustainability,Reason_Technology,Reason_Upgrade,Replacement_exp,Research_exp,Roof_Type,Social_Group,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,Sustainability_exp,TS_Existing,TS_Existing_Size,TS_PCM_Size,TS_Type,TS_Water_Size,Technology_exp,Tenure,Tenure_Length,Total_Floor_Area,Upgrade_exp,Wall_Type,usmart_id
3,null,,0,No,0,null,null,null,2435.18,11215.18,1610.23,null,3572.21,null,null,2020-10-26T00:00:00.000Z,22/03/2021,08/12/2020,Warmworks,2378,Retired,Pensioner,null,15,5,842.15,null,1,0,null,0,2.38,Suspended,null,0,14444,No,Double,None,2,Vaillant,1,HT_ASHP,null,VWL 75/6 A 230V S2,null,null,Low Noise Heat Pump,HT_ASHP,R290,7,4,Gas Boiler - Combi,None,4,Prefer not to say,1965-1980,Suburban,Mid-Terrace,C,House,2,0,3821,50,66.5,0,3.65,5476,7,Gas,Yes,No,0,0,No,null,None,0,null,9,Everwarm,Warmworks,2,0,2,4,null,No,No,Yes,null,null,74,null,EH53,EOH3115,No,No,Yes,No,No,No,No,Yes,Yes,No,null,null,Pitched,DE,Yes,No,Yes,Yes,null,None,null,null,Water_New,200,null,Owner-Occupied,40,85.4,null,Cavity_No_insulation,"Y01Oh4sB4KIEV1OMbDKw"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-10-29T00:00:00.000Z,null,16/12/2020,Warmworks,2814,Working Part time,Professional,null,null,null,null,null,1,1,null,null,2.42,Solid,null,null,11070,null,Double,null,1,null,null,null,null,null,null,null,null,HT_ASHP,null,null,4,Gas Boiler - Combi,Fire - Gas,4,Prefer not to say,1945-1964,Suburban,Mid-Terrace,D,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Everwarm,1,2,2,0,null,No,No,No,Practical_DisruptionWorks,null,45,null,KY11,EOH0056,No,Yes,Yes,No,No,No,No,Yes,No,No,null,null,Pitched,C1,No,No,Yes with additional measures,Yes with additional measures,null,None,null,null,null,null,null,Owner-Occupied,9,97.3,null,Cavity_Insulated,"Z01Oh4sB4KIEV1OMbDKw"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-04-06T00:00:00.000Z,null,21/04/2021,Warmworks,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Prefer not to say,1991-2000,Suburban,Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Everwarm,null,null,null,null,null,null,null,No,Practical_DisruptionWorks,null,55,null,G68,EOH0700,No,No,Yes,No,No,No,No,Yes,Yes,No,null,null,null,C1,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,26,null,null,null,"Kj9Oh4sBgRXwY5cbbzON"
2,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-04-18T00:00:00.000Z,null,08/06/2021,Warmworks,null,Working Part time,Skilled Manual Worker,null,14,null,836,null,0,0,null,null,2.39,Suspended,null,null,null,null,Double,null,2,null,null,null,null,null,null,null,null,ASHP,null,null,5,Gas Boiler - Combi,Electric - Direct,5,"0 - 12,500",1965-1980,Rural,Semi-Detached,D,House,null,null,3057,null,null,156,null,12230,8.5,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Warmworks,1,0,2,0,null,No,No,No,Practical_DisruptionWorks,null,60,null,TD11,EOH2515,No,No,Yes,No,No,No,No,Yes,No,Yes,null,null,Pitched,C2,Yes,No,Yes,Yes,null,None,null,null,null,null,null,Owner-Occupied,3,93.21,null,Cavity_Insulated,"RT9Oh4sBgRXwY5cbbzON"
1,null,,0,No,0,null,null,null,1623.45,7655.16,1610.23,null,3508.272,null,null,2021-04-20T00:00:00.000Z,11/06/2021,18/05/2021,Warmworks,null,Unfit for work,Professional,null,14,null,520,null,0,0,null,0,2.6,Solid,null,0,null,Yes,Double,None,4,Mitsubishi,1,ASHP,null,PUHZ-W50VHA2,null,null,Low Noise Heat Pump,ASHP,R410A,5,2,Gas Boiler - Combi,None,2,"16,201 - 20,000",1991-2000,Suburban,Mid-Terrace,C,House,1,0,4075,50,73,156,3.58,2624,5,null,Yes,No,0,0,No,null,None,0,6,null,TK Murray,Warmworks,null,null,1,0,null,No,No,Yes,null,null,33,null,TD7,EOH0746,No,No,No,Yes,No,No,No,No,No,No,null,null,Pitched,C1,Yes,No,Yes,Yes,null,None,null,null,Water_New,150,null,Owner-Occupied,11,58.93,null,Cavity_Insulated,"UD9Oh4sBgRXwY5cbbzON"
5,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-04-21T00:00:00.000Z,null,14/06/2021,Warmworks,6483,Working Full time (>30hrs),Professional,null,18,5,849,null,0,1,null,null,2.4,Suspended,null,null,29156,null,Double,null,4,null,null,null,null,null,null,null,null,HT_ASHP,null,null,7,Gas Boiler - Standard,None,7,Prefer not to say,1991-2000,Urban,Detached,C,House,null,null,4775,null,null,0,null,18732,7.6,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Warmworks,4,0,2,0,null,No,No,No,Other,null,57,null,EH13,EOH0469,No,No,Yes,No,No,No,Yes,Yes,No,No,null,null,Pitched,C1,Yes,No,Yes,Yes,null,Water,Medium (131-170l),null,null,null,null,Owner-Occupied,31,124.66,null,Cavity_Insulated,"WD9Oh4sBgRXwY5cbbzON"
4,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-04-24T00:00:00.000Z,null,07/06/2021,Warmworks,4882,Working Part time,Professional,null,null,null,null,null,0,0,null,null,2.57,Suspended,null,null,14514,null,Double,null,1,null,null,null,null,null,null,null,null,HT_ASHP,null,null,5,Gas Boiler - Standard,None,5,"40,001 - 50,000",1919-1944,Suburban,End-Terrace,C,Maisonette,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Warmworks,3,1,1,0,null,No,No,No,Practical_SpaceInternal,null,45,null,DD8,EOH3140,No,Yes,No,No,No,Yes,No,Yes,No,No,null,null,Another Dwelling Above,C1,Yes,No,Yes,Yes,null,Water,Normal (90-130l),null,null,null,null,Owner-Occupied,16,75.6,null,Cavity_Insulated,"Xz9Oh4sBgRXwY5cbbzON"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-04-25T00:00:00.000Z,null,15/06/2021,Warmworks,null,Retired,Pensioner,null,18,5,1012,null,0,0,null,null,2.6,Suspended,null,null,null,null,Double,null,2,null,null,null,null,null,Programme_Cancelled,null,null,ASHP,null,null,5,Gas Boiler - Standard,Fire - Wood,5,"30,001 - 40,000",1945-1964,Suburban,Semi-Detached,B,House,null,null,2250,null,null,0,null,23110,5.9,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Warmworks,2,1,2,0,null,No,No,Yes,null,null,69,null,KY2,EOH1265,No,No,Yes,No,No,No,Yes,Yes,No,No,null,null,Pitched,C2,Yes,No,Yes,Yes,null,Water,Normal (90-130l),null,null,null,null,Owner-Occupied,5,111.08,null,Cavity_Insulated,"ZD9Oh4sBgRXwY5cbbzON"
3,null,,0,No,0,null,null,null,3246.91,8575.73,1610.23,null,3572.208,null,null,2021-05-01T00:00:00.000Z,09/08/2021,24/06/2021,Warmworks,null,Working Full time (>30hrs),Professional,null,18,5,830,null,0,0,null,0,2.6,Suspended,null,0,null,No,Double,None,3,Mitsubishi,1,ASHP,null,PUZ-WM85VAA,null,null,Low Noise Heat Pump,ASHP,R32,8.5,5,Gas Boiler - Standard,Gas Boiler - Standard,5,Prefer not to say,1991-2000,Rural,Detached,A,House,2,0,2250,50,60,0,3.81,18960,7.1,Gas,Yes,No,0,0,No,null,None,0,12,null,Everwarm,Warmworks,2,0,1,0,null,No,No,Yes,null,null,54,null,EH40,EOH2549,No,No,Yes,No,No,No,No,Yes,Yes,No,null,null,Pitched,C1,Yes,No,Yes,Yes,null,Water,Medium (131-170l),null,Water_New,200,null,Owner-Occupied,20,136.2,null,Cavity_Insulated,"hT9Oh4sBgRXwY5cbbzON"
4,null,,0,No,0,null,null,null,3246.91,8575.73,1610.23,392.61,3454.908,null,null,2021-05-03T00:00:00.000Z,23/08/2021,08/06/2021,Warmworks,null,Working Part time,Professional,null,18,5,962,null,0,0,null,0,2.28,Solid,null,0,null,No,Double,None,3,Mitsubishi,1,ASHP,null,PUZ-WM85VAA,null,null,Low Noise Heat Pump,ASHP,R32,8.5,9,Gas Boiler - Combi,None,9,Prefer not to say,1965-1980,Urban,Semi-Detached,C,House,2,0,2812,50,69,0,3.81,21975,7.8,Gas,Yes,No,0,0,Yes,null,None,0,12,null,Everwarm,Warmworks,2,2,2,0,null,No,No,Yes,null,null,36,null,EH49,EOH1562,No,No,Yes,No,No,No,Yes,Yes,No,No,null,null,Pitched,C1,Yes,No,Yes,Yes,null,None,null,10.5,PCM_New,null,null,Owner-Occupied,0.6,119.14,null,Cavity_Insulated,"iD9Oh4sBgRXwY5cbbzON"
2,null,,0,No,0,null,null,null,1894.03,8575.73,1610.23,null,3508.272,null,null,2021-05-17T00:00:00.000Z,08/09/2021,29/07/2021,Warmworks,2340,Retired,Pensioner,null,18,5,804.42,null,1,0,null,0,2.39,Suspended,null,0,9551,No,Double,None,2,Mitsubishi,1,ASHP,null,PUZ-WM85VAA,null,null,Low Noise Heat Pump,ASHP,R32,8.5,4,Gas Boiler - Combi,None,4,Prefer not to say,1965-1980,Suburban,Mid-Terrace,C,House,3,0,2953,50,80,0,3.81,16937,5.2,Gas,Yes,No,0,0,No,null,None,0,7,null,Everwarm,Warmworks,1,0,2,0,null,No,No,Yes,null,null,67,null,TD8,EOH1607,No,Yes,No,No,No,Yes,No,No,No,Yes,null,null,Pitched,DE,Yes,No,Yes,Yes,null,None,null,null,Water_New,150,null,Rented (Social),31,81,null,Cavity_Insulated,"mz9Oh4sBgRXwY5cbbzON"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-05-19T00:00:00.000Z,null,29/06/2021,Warmworks,null,Working Full time (>30hrs),Skilled Manual Worker,null,18,5,936.72,null,1,0,null,null,2.6,Suspended,null,null,null,null,Double,null,3,null,null,null,null,null,null,null,null,ASHP,null,null,4,Gas Boiler - Combi,None,4,Prefer not to say,1965-1980,Suburban,Mid-Terrace,C,House,null,null,3937,null,null,0,null,19725,6.2,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Warmworks,2,2,2,0,null,No,No,No,Practical_DisruptionWorks,null,41,null,EH54,EOH2062,No,No,Yes,No,No,No,No,Yes,Yes,No,null,null,Pitched,C2,Yes,No,Yes,Yes,null,None,null,null,null,null,null,Owner-Occupied,6,84.76,null,Cavity_No_insulation,"nj9Oh4sBgRXwY5cbbzON"
3,null,,0,No,0,null,null,null,2164.6,8575.73,1610.23,null,3572.208,null,null,2021-06-27T00:00:00.000Z,06/09/2021,27/07/2021,Warmworks,null,Working Full time (>30hrs),Clerical,null,18,5,780.66,null,0,0,null,0,2.43,Suspended,null,0,null,No,Double,None,3,Mitsubishi,1,ASHP,null,PUZ-WM85VAA,null,null,Low Noise Heat Pump,ASHP,R32,8.5,5,Electric - Direct,None,4,Prefer not to say,1945-1964,Suburban,Mid-Terrace,E,House,3,0,2250,50,70,0,3.81,17827,5.4,Electricity,No,No,0,0,No,null,None,0,8,null,Everwarm,Warmworks,1,0,2,0,null,No,No,Yes,null,null,29,null,TD10,EOH1330,No,No,No,No,No,Yes,No,Yes,Yes,No,null,null,Pitched,C1,Yes,No,Yes,Yes,null,None,null,null,Water_New,200,null,Owner-Occupied,4,88.1,null,Cavity_Insulated,"tz9Oh4sBgRXwY5cbbzON"
3,null,,0,No,0,null,null,null,2976.33,11215.17,1610.23,null,3572.208,null,null,2021-06-28T00:00:00.000Z,09/09/2021,19/07/2021,Warmworks,null,Working Part time,Skilled Manual Worker,null,14,null,746,null,0,0,null,0,2.4,Solid,null,0,null,null,Double,None,3,Vaillant,1,HT_ASHP,null,VWL 75/6 A 230V S2,null,null,Low Noise Heat Pump,ASHP,R290,7,4,Electric - Storage,Electric - Direct,4,Prefer not to say,2001+,Suburban,End-Terrace,D,House,2,0,3623,50,60,0,3.65,9419,7,Electricity,null,No,0,0,No,null,None,0,null,11,TK Murray,Warmworks,2,2,2,0,null,No,No,Yes,null,null,53,null,EH46,EOH1279,No,Yes,No,No,No,Yes,No,No,No,Yes,null,null,Pitched,C2,Yes,No,Yes,No,null,Water,Large (> 170l),null,Water_New,200,null,Rented (Social),20,89.6,null,Cavity_Insulated,"uD9Oh4sBgRXwY5cbbzON"
3,"My house is a self build that is nearing completion sign off, so adding new technology would be beneficial",,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-02T00:00:00.000Z,null,12/07/2020,OVO,null,Working Full time (>30hrs),Clerical,null,null,null,null,null,null,null,"As stated Iï¿½d originally wanted an air source heat pump as part of my project,  but as with most self build projects Iï¿½ve gone over budget, so wouldnï¿½t be able to afford a heat pump other than through a scheme such as this.",null,null,null,"I originally wanted an air source heat pump as part of my build, but the installer didnï¿½t know how, so fitted a boiler.",null,null,null,null,null,3,null,null,null,null,null,Programme_TargetMet,null,null,None - Installation not recommended,null,null,null,null,null,null,"30,001 - 40,000",2001+,null,null,null,House,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ovo,null,null,null,null,null,null,null,null,null,null,49,Would love to but unable to afford the expense,RG22,EOH2611,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,The current boiler is less than 5yrs old,Quite simply itï¿½s a win / win as Iï¿½d get to have a new more efficient heating system and technology installed while providing a house design thatï¿½s fairly unique,null,C1,null,null,null,null,"I have made sure my house is insulated beyond requirements, very low air leakage and installed underfloor heating to reduce water temperature needed and therefore reduced energy requirements.  Even with a boiler my house is just below a Band A and Iï¿½d love to improve it to this.",null,null,null,null,null,"Anything that helps the environment has to be good, especially if it helps technology develop.  I chose to have a basement in my house as they are cool in the summer (so no need to have fans or air conditioning running) and insulated for winter, so more efficient to heat",Owner-Occupied,null,null,"Air source heat pumps are more efficient than boilers so as well as helping the environment, would also help save money",null,"2T9Oh4sBgRXwY5cbbzON"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-02T00:00:00.000Z,null,null,OVO,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,When I looked at the cost previously I feel it would cost a lot more than replacing our oil boiler due to potentially having to install wet underfloor heating pipes.,null,null,null,I would like to have more low carbon heating but am dissuaded due to the retrofit cost.,null,null,null,null,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37,null,PO17,EOH1163,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Oil boiler will need replacing soon due to fault.,I currently work for SSE Retail (part of OVO) which is how I initially found out about the trial. I like the idea of reducing my carbon footprint and have become a lot more conscious of carbon footprint in recent years.,null,AB,null,null,null,null,Due to our current boiler needing replacing I have looked at alternatives but believe a heat pump would not be cost effective compared to the cost of a like for like boiler replacement.,null,null,null,null,null,null,Owner-Occupied,null,null,My parents have owned a ground source heat pump for approx 10 years so I am familiar with the technology and believe it is a viable alternative.,null,"5j9Oh4sBgRXwY5cbbzON"
4,In the near future I hope to undertake building work on the property but its only plans at the moment and not currently inflight (yet!),,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-03T00:00:00.000Z,null,20/01/2021,OVO,null,Working Full time (>30hrs),Manager,null,15,null,1177.07,null,0,0,Obviously this is a great perk but more so if the new technology that goes into my house can benefit us all in terms of costs and carbon then I see it as a great fit for my property and the trial. I am a positive person and would seek to shout about the benefits the system would bring along with learning more about the other changes I could make to support a better world.,null,2.4,Suspended,Anything I can do (and my family) that future proofs the property and uses low carbon technology to do that is a massive step and a positive one I would like to take. Reducing our carbon footprint is a big incentive to move to a better way of living.,null,null,null,Double,null,1,null,null,null,null,null,Practical_DisruptionWorks,null,null,None - Installation not recommended,null,null,8,Gas Boiler - Standard,None,8,"40,001 - 50,000",1965-1980,Suburban,Detached,null,House,null,null,7020.2,null,77.94,4745,null,24009.1,8.2,Gas,Yes,null,null,null,null,Heat Emitters,null,null,null,null,null,Retrofitworks,2,2,2,0,null,No,No,null,null,null,37,I had no plans to change to a heat pump. After researching the topic further and if this is to be the way to help a low carbon world in the future I think its a brilliant idea to move to this technology as soon as possible.,PO8,EOH0952,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,"Parts of my heating system would benefit from an upgrade yes. If someone were to look at my entire system and provide details on what steps could be taken to improve performance, reduce cost and reduce the carbon footprint to the world then everyone benefits.","As stated above I am an extremely positive person. I also put myself forward for involvement in workshops, new challenges and research. I like to forage for new ideas and seeing an opportunity to be involved in this research project made me think I should go for it! I am keen to support and happy to be as hands on in regards to data / support / feedback to the research as is needed.",Pitched,AB,Yes with additional measures,No,Yes with additional measures,Yes,The world is changing and if we all do our part we can make it greener for future generations. I am aware my property can be improved to a much more efficient property and as such would like to take the step as soon as possible. #plan zero!,Water,130,null,null,null,Technology is important for us all. We need to constantly improve and find better ways to deliver a low carbon economy and everyone has their small part to play. If technology can help my home and others then Im all for it! Im sure the experts who fit it can talk through the detail of what each technology device does and show the real benefits to my family and I.,Owner-Occupied,4,111.4,A heat pump will allow me to reduce my energy costs and more importantly reduce carbon emissions . Reliance on fossil fuels also decrease by adapting this heating method so everyone wins! Heat pumps can help address current climate change and come with the added benefit that they can be configured to satisfy the cooling requirements too! Ive done my research!,Cavity_Insulated,"8j9Oh4sBgRXwY5cbbzON"
4,I have been working through the house and enjoy planned DIY and have the whole building recorded in my CAD system. The next project is insulation within the integral double garage including new insulated tight fitting garage door. I havent given up on a Photo Cell solution as we have  a considerable south facing aspect with the potential to a full width logia supporting such cells without shade.,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-02T00:00:00.000Z,null,02/02/2021,OVO,null,Retired,Pensioner,null,null,null,null,null,1,0,"Due to COVID 19 both our children (25 & 27) having acquired degrees and started in work, no longer have full employment and poor prospects for the near future, so we are still supporting them totally as they do not wish to take from the state. So home developments. no matter how sensible in the long term are currently on the back burner, this would enable me to move forward sooner and acquire knowledge for our church project at St Johns Hartley Wintney having already project managed a restoration there including energy saving technology, they now wish to capitalise on current grants to lower their carbon foot print and allocate more funding to charitable causes rather than running costs for the Victorian church and Church centre that serves the whole community not just Christians.",null,2.4,Solid,"We have recently replaced the double glazing for the latest argon filled units, wanted to install photo electric cells as the back of our house is South facing and elevated, however the dormer design int considered compatible to an efficient  panel configuration. Im sure this is possible but requires a bespoke design.",null,null,null,Double,null,3,null,null,null,null,null,Programme_TargetMet,null,null,None - Installation not recommended,null,null,5,Gas Boiler - Standard,null,10,"40,001 - 50,000",1981-1990,Rural,Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Retrofitworks,5,0,2,2,null,Yes,Yes - Borehole,null,null,null,65,"Insulation and power generation where my initial areas of research as I presumed Heat pump technology would be out of my range of affordability. As my wife and children suffer with asthma & allergies, home air handling is also one of my future project interests including internal heat exchange which I had thought might be affordable to me in approximately 5 years. This funded opportunity brings that possibility from 5 years to imminent.",RG27,EOH0797,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"Maybe, the current system was acquired on green credentials 10 years ago and I had hoped it would last 15, but technology and need has moved on. So ideally if affordable upgrading now rather than later would be good.","It is by taking part one can gain knowledge, consider fully the benefits and help others save our planet for our children and their children. Credibility is key in influencing others based on experience, knowledge and empathy. Understanding a the solution and how it best fits into each scenario as I presume you are looking to do with this survey.",Pitched,DE,null,null,null,null,I worked in the healthcare industry and understand the need to reduce pollution and always seeking high efficiency low power consumption solutions to save the planets finite resources.,Water,100,null,null,null,"I managed an Imaging Department within the NHS, then worked 30 years for Siemens Healthcare in London and nationally always looking for efficient solutions that brought the most good to patients and the operating staff. This industry needed to transform and reduce radiation contamination required for both treatment and diagnosis as well as reduced running costs (greater efficiency through well designed technology). So I have always been interested and passionate about well designed solutions ideal for their purpose and looking at the bigger picture. Ethical, efficient and desirable.",Owner-Occupied,15,93.48,"I always enjoy Grand Designs"" type programmes as they identify modern alternatives to sustainable living such as ground & air heat pumps utilising heat exchange as well home power generation, improved insulation and low power consumption devices such as LEDs that we have throughout the house. oUr smart meter is an objective measure of power utilisation and helps identify sensible management strategies. Our boiler was an efficient solution (Valliant EcoPro) in 2010, but technology moves on.",Cavity_Insulated,"_j9Oh4sBgRXwY5cbbzON"
4,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-02T00:00:00.000Z,null,09/11/2020,OVO,11148,Retired,Pensioner,6890,null,null,1120,10500,0,0,Simple answer - why would anyone not be interested at no cost?!,null,2.73,Mix,This will be a family home again one day and they will not only benefit but help the environment.,null,22491,null,Double,null,3,null,null,null,null,null,Economic_InstallCosts,null,null,None - Installation not recommended,null,null,8,Gas Boiler - Combi,Electric - Direct,12,"40,001 - 50,000",1919-1944,Rural,Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,Loft Insulation; Wall insulation; Draft Proofing,null,null,null,null,null,Retrofitworks,2,0,2,2,null,No,No,null,null,null,71,null,BN18,EOH0288,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No but our gas boiler is now 11 years old and they dont seem to last as long as they used to?,We are both keen to save energy for future generations.,Pitched,DE,Yes with additional measures,No,Yes with additional measures,Yes with additional measures,"Other than our extension (11 years ago) the house was built in the 1930s and we believe that we can save our impact on the environment by having a ""greener"" heating system. We are only 2 living here now.",None,null,null,null,null,"We have gradually been changing our lighting with lower energy and new technology. We also both volunteers and are using computers, printers etc at home far more than before.",Owner-Occupied,25,202.46,As we have a largish garden we have the space we believe for a heat pump.,Cavity_No_insulation,"Fj9Oh4sBgRXwY5cbbzSN"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-02T00:00:00.000Z,null,10/12/2020,OVO,null,Retired,Pensioner,null,null,null,null,null,1,1,null,null,2.6,Mix,null,null,null,null,Double,null,3,null,null,null,null,null,Programme_TargetMet,null,null,None - Installation not recommended,null,null,7,Gas Boiler - Combi,Gas - Warm air,7,"25,001 - 30,000",Pre 1919,Suburban,Mid-Terrace,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Retrofitworks,2,0,3,0,null,No,No,null,null,null,65,null,BN43,EOH1282,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,null,null,Pitched,DE,null,null,null,null,null,None,null,null,null,null,null,Owner-Occupied,7,100.74,I would like to know if this is the correct approach,Solid_No_insulation,"MD9Oh4sBgRXwY5cbbzSN"
5,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-07-06T00:00:00.000Z,null,24/10/2020,OVO,10788,Working Full time (>30hrs),Unemployed/Benefits,null,null,null,840,10500,0,0,Justifying investment in ASHP on a ROI basis has been difficult. As I am just approaching retirement I need to make the investment to get payback when I am on a lower income,null,2.69,Solid,See above I want to go off grid as far as I can affird,null,23365.9,null,Double,null,4,null,null,null,null,null,null,null,null,ASHP,null,null,8,Gas Boiler - Standard,None,8,"50,001+",2001+,Suburban,Detached,C,House,null,null,null,null,null,null,null,5990.2,4.84,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Retrofitworks,4,0,3,6,null,Yes,Yes - Borehole,No,Practical_DisruptionTime,null,65,Am in discussion with a GHI approved installer to get a quote for ASHP and Solar PV,GU51,EOH2908,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,The boiler is 8 years old and the controls are a bit archaic but the underfloor system is efficient,I want to be an exemplar of how a fairly standard modern house can be adapted to go off grid,Pitched,AB,Yes,No,Yes,Yes,"I have 2 electric vehicles and am on a green energy tariff but want to go off grid if possible. I am confused about how to invest my green pound for best effect, I have researched Solar PV, BATTERY, ASHP, GSHP, SAHP but havenï¿½t invested in any of these technologies. Meanwhile I have tried to reduce carbon footprint as much as I can via LEDs , insulation,  low energy devices etc",Water,300,null,null,null,I am an early adopter of new technologies for example I been driving Teslas for 5 years,Owner-Occupied,9,201.05,We have underfloor heating powered by an 8 year old gas boiler and a well insulated house.,Cavity_Insulated,"Zj9Oh4sBgRXwY5cbbzSN"
